id,username,created at,,,lng,lat,text,,,,,,,,
1.51832E+18, 'blessed_saiyan', 'Sun Apr 24 20,12,05 +0000 2022',78.00876,30.3206725, '@cloudwhine Can I also have some chicken manchurian.😂'},,,,,,,,
1.51832E+18, 'PadmanabhKanota', 'Sun Apr 24 20,12,08 +0000 2022',75.747521,26.909683, 'Rigged'},,,,,,,,
1.51832E+18, 'Apki_Mahi', 'Sun Apr 24 20,12,12 +0000 2022',72.3554985,30.8641075, 'Trend#MarchAgainstImportedGovt'},,,,,,,,
1.51832E+18, 'Keshavsuman05', 'Sun Apr 24 20,12,42 +0000 2022',77.095086,28.6384895, '@RBLBankCares @rblbank I am not able to login to my rewards account neither i am able to reset my password. Please help me'},,,,,,,,
1.51832E+18, 'Shahzaib_Live', 'Sun Apr 24 20,12,53 +0000 2022',72.3554985,30.8641075, '@ImranKhanPTI #MarchAgainstImportedGovt#امپورٹڈ_حکومت_نامنظورWe are ready for long march dharna etc'},,,,,,,,
1.51832E+18, 'UmairAmirQadri', 'Sun Apr 24 20,13,04 +0000 2022',72.3554985,30.8641075, 'Some Companions said that whatever good action they did they saw Allah in it. It implies that, with this state of a… https,//t.co/GKHmbXSeIF'},,,,,,
1.51832E+18, 'BaranKh69670490', 'Sun Apr 24 20,13,04 +0000 2022',72.3554985,30.8641075," '@ImranKhanPTI ""I stand with my PM @ImranKhanPTI"" #امپورٹڈ_حکومت_نامنظور'}",,,,,,,,
1.51832E+18, 'AnshulLakhotia', 'Sun Apr 24 20,13,04 +0000 2022',75.968184,22.6714825, 'Orderd pizza on 22nd march the order was cancelled by pizza hut and i still not got any refund for that ... even th… https,//t.co/mYdnIYRDMG'},,,,,,,
1.51832E+18, 'amnasajjad915', 'Sun Apr 24 20,13,14 +0000 2022',72.3554985,30.8641075," ""@ibn_inshaa I don't need single a piece😂""}",,,,,,,,
1.51832E+18, 'BaranKh69670490', 'Sun Apr 24 20,13,25 +0000 2022',72.3554985,30.8641075," '@ImranKhanPTI ""I stand with my PM @ImranKhanPTI""#امپورٹڈ_حکومت_نامنظور'}",,,,,,,,
1.51832E+18, 'Stuti8220', 'Sun Apr 24 20,13,34 +0000 2022',82.5841815,21.8503915, 'Respond to every call that excites ur spirit, #Rumi #everydayisearthday https,//t.co/sgXPpjFaaC'},,,,,,
1.51832E+18, 'UmairAmirQadri', 'Sun Apr 24 20,13,54 +0000 2022',72.3554985,30.8641075, 'Always keep an eye on the hidden state of your heart and mind, and make your hidden state better than your outward… https,//t.co/uJtn7G8Icu'},,,,,,
1.51832E+18, 'AliShahzaibISF', 'Sun Apr 24 20,14,00 +0000 2022',72.3554985,30.8641075, 'We were with you.We are and always.#MarchAgainstImportedGovt'},,,,,,,,
1.51832E+18, 'MusaBinNaseer_3', 'Sun Apr 24 20,14,05 +0000 2022',72.3554985,30.8641075, 'Sir Sami got us stressed in the last Ashra... @ Allah main  You seeing this right 👉👈🥺'},,,,,,,,
1.51832E+18, 'JunaidLt', 'Sun Apr 24 20,14,13 +0000 2022',76.974691,28.368525, '@CHA_samiti @RajCMO @ashokgehlot51 @OMPRAKASHJAAKHR Support'},,,,,,,,
1.51832E+18, 'zorayskhalid', 'Sun Apr 24 20,14,23 +0000 2022',72.3554985,30.8641075, '@momarnasir Sir got it. Thank you so much. I am enlightened and cheers. Have a great day.'},,,,,,,,
1.51832E+18, 'EEric1947', 'Sun Apr 24 20,14,26 +0000 2022',72.3554985,30.8641075, '@newtgingrich I expected the leadership of US Republican and conservatives to condemn this war and any country supp… https,//t.co/HMmvW4RvBS'},,,,,,,
1.51832E+18, 'ikunwar', 'Sun Apr 24 20,14,42 +0000 2022',72.3554985,30.8641075, 'When I opened Versace from @JamalNavid, I found this lovely card 💛 Love you brother! https,//t.co/ZB9L5qUewV'},,,,,,
1.51832E+18, 'recklesswolf00', 'Sun Apr 24 20,14,42 +0000 2022',72.3554985,30.8641075, 'You letter is delayed again  may be you have no idea what to write Just write your name though seeing this makes m… https,//t.co/wfmBz5uows'},,,,,,,
1.51832E+18, 'Tandelrince69', 'Sun Apr 24 20,14,52 +0000 2022',71.291372,22.4147125," ""@NetflixIndia Mother", Murder," Justice and just  Wait I'm looking for more words""}",,,,,,
1.51832E+18, 'TheRashooAwan', 'Sun Apr 24 20,14,56 +0000 2022',72.3554985,30.8641075," ""Food quality on Motorway's Rest Areas is worst. Expensive still tasteless no check on balance on cleanliness and quality.""}",,,,,,,,
1.51832E+18, 'Danyal_Haider', 'Sun Apr 24 20,15,04 +0000 2022',72.3554985,30.8641075," ""@OIC_OCI What was decided in session? What are action committee will do against #Israeli's ?""}",,,,,,,,
1.51832E+18, 'PrasadTarunesh', 'Sun Apr 24 20,15,25 +0000 2022',78.420229,23.970895," ""@htTweets Yes", our hon'ble PM can try his hands," where he feels pleasant to own self. Well done.""}",,,,,,
1.51832E+18, 'BaranKh69670490', 'Sun Apr 24 20,15,35 +0000 2022',72.3554985,30.8641075," '@PTIofficial ""I stand with my PM @ImranKhanPTI""#امپورٹڈ_حکومت_نامنظور'}",,,,,,,,
1.51832E+18, 'BaranKh69670490', 'Sun Apr 24 20,15,36 +0000 2022',72.3554985,30.8641075," '@ImranKhanPTI ""I stand with my PM @ImranKhanPTI"" Tonight in Multan #امپورٹڈ_حکومت_نامنظور https",//t.co/6dsaPGtkAe'},,,,,,,
1.51832E+18, 'worlditzone', 'Sun Apr 24 20,15,49 +0000 2022',77.219672,28.631747, 'Just posted a photo @ Delhi, India https,//t.co/3NsKuvFtJc'},,,,,,
1.51832E+18, 'UmairAmirQadri', 'Sun Apr 24 20,16,04 +0000 2022',72.3554985,30.8641075, 'For eternal success, one must prioritize our departure from this world over our stay here. We are born to die so we… https,//t.co/n8fpZjVUuh'},,,,,,
1.51832E+18, 'viratkr16', 'Sun Apr 24 20,16,04 +0000 2022',77.93734,30.2427275, '“Success can never be owned it can be rented , so we have to pay for it every single day in term of sacrifice and l… https,//t.co/lLg89nLJmL'},,,,,,
1.51832E+18, 'FaiziSophia', 'Sun Apr 24 20,16,09 +0000 2022',67.6789455,33.930445, 'When the regime doesn’t like something, they brand it “disinformation.”'},,,,,,,
1.51832E+18, 'TapeshTiwari', 'Sun Apr 24 20,16,22 +0000 2022',77.550599,28.499759, 'This is a common problem of @DeptGbn ! Drink, Drive &amp; hit.'},,,,,,,
1.51832E+18, 'musmanmalik', 'Sun Apr 24 20,16,31 +0000 2022',72.3554985,30.8641075, '@Noobiy12 Now he should divorce bushra bibi now as per his own claim'},,,,,,,,
1.51832E+18, 'im_sanjusingh', 'Sun Apr 24 20,16,38 +0000 2022',78.824977,26.587479," ""@RVCJ_FB @RVCJ_FB @mipaltan Mi be like",-                   Losing losing and losing                   I don't li… https,"//t.co/sfn1T0I3dN""}",,,,,,
1.51832E+18, 'adilmuzic', 'Sun Apr 24 20,16,55 +0000 2022',76.39038979,30.35041865, '💚 @ The Shaurya https,//t.co/tMPXwyGWE6'},,,,,,,
1.51832E+18, 'AftabJadraan', 'Sun Apr 24 20,17,47 +0000 2022',72.3554985,30.8641075, '@MasudAKhan6 Shame on them'},,,,,,,,
1.51832E+18, 'B_S_Chandrawat', 'Sun Apr 24 20,18,25 +0000 2022',75.7435045,26.783655, 'Two Biggest Mistake in #Trading is Panic BuyingPanic Selling#StockMarket #Investing'},,,,,,,,
1.51832E+18, 'zikMailk', 'Sun Apr 24 20,18,59 +0000 2022',77.66287,28.912685, 'night and dream 😴 https,//t.co/9CBnznZvk7'},,,,,,,
1.51832E+18, 'Shahzaib_Live', 'Sun Apr 24 20,19,04 +0000 2022',72.3554985,30.8641075, '@QasimKhanSuri #MarchAgainstImportedGovt#امپورٹڈ_حکومت_نامنظورBus police station r courts khatum karni han time nikal k'},,,,,,,,
1.51832E+18, 'SoomroAqif', 'Sun Apr 24 20,19,07 +0000 2022',72.3554985,30.8641075," ""Dear Chairman", This fight for our 🇵🇰 sovereignty won't end until we win. We are your warrior soul champs, we will f… https,"//t.co/sDw6OABdAa""}",,,,,
1.51832E+18, 'naumaansyed', 'Sun Apr 24 20,19,23 +0000 2022',72.3554985,30.8641075, '@adeel_azhar would like to have your views upon the fake letter tweeted by pmln pro jurno league. @GFarooqi… https,//t.co/YyLPTirs6T'},,,,,,,
1.51832E+18, 'musmanmalik', 'Sun Apr 24 20,19,26 +0000 2022',72.3554985,30.8641075," ""@HashUrTag they started the investigation against Javed Afridi's MG motor for under invoicing of cars""}",,,,,,,,
1.51832E+18, 'shahidkaleemrao', 'Sun Apr 24 20,19,27 +0000 2022',72.3554985,30.8641075, '🍰 🌹 Lovely Dear @SanaaTauseef https,//t.co/cWG2WT9QKK'},,,,,,,
1.51832E+18, 'PratyakshSeth96', 'Sun Apr 24 20,19,30 +0000 2022',77.095086,28.6384895, 'T1941️⃣st in 🇮🇳24th April Daily Challenge@sticksports#JustforFun #StickTennis https,//t.co/YLUyKFW1iU'},,,,,,,
1.51832E+18, 'RaviLeo7', 'Sun Apr 24 20,19,48 +0000 2022',80.8675545,27.1397585, 'Music -/,.,'},,,,,,
1.51832E+18, 'UmairAmirQadri', 'Sun Apr 24 20,19,56 +0000 2022',72.3554985,30.8641075, 'The Prayer mat of a lover is his mount sinai.Dr Muhammad @TahirulQadri  #MinhajSpiritualCity https,//t.co/psJqQWGVNd'},,,,,,,
1.51832E+18, 'MunibHamid', 'Sun Apr 24 20,20,18 +0000 2022',72.3554985,30.8641075," '🚨 In an audio enhanced version of the video there is a Male whisper in the BG saying "" Police Agaye hai", bolna nahi… https,//t.co/LOGoYYWSXZ'},,,,,,
1.51832E+18, 'Viveksh21020569', 'Sun Apr 24 20,20,20 +0000 2022',77.095086,28.6384895, '@erykmedykowski Space Stonehttps,//t.co/WQHKMt71NKhttps,//t.co/60KGqefrKM https,//t.co/MkIdGKgDJ3'},,,,,
1.51832E+18, 'MArslanSher', 'Sun Apr 24 20,20,23 +0000 2022',72.3554985,30.8641075, 'Your Mind is a magnet.If you think of blessings, you attract blessings; and if you think of problems, you attract… https,//t.co/cT891YJKoE'},,,,,
1.51832E+18, 'Harshalokgupta', 'Sun Apr 24 20,20,38 +0000 2022',76.974691,28.368525," ""Only one team had the potential to both win and lose all group stage games this ipl. I'm excited to say that afte… https","//t.co/4DLJIg7jb7""}",,,,,,,
1.51832E+18, 'Shahzaib_Live', 'Sun Apr 24 20,20,39 +0000 2022',72.3554985,30.8641075, '@FarooquiJameel @zartajgulwazir #MarchAgainstImportedGovt#امپورٹڈ_حکومت_نامنظورYe to ha'},,,,,,,,
1.51832E+18, 'Viveksh21020569', 'Sun Apr 24 20,20,59 +0000 2022',77.095086,28.6384895, '@MATTE0_NFT Reality Stonehttps,//t.co/WQHKMt71NKhttps,//t.co/60KGqefrKM https,//t.co/5Gq9MRJkWU'},,,,,
1.51832E+18, 'AyushyaPundit', 'Sun Apr 24 20,21,24 +0000 2022',79.3288725,25.2888405, '@Lalitti55991626 @mayurdeshmukh32 @RichaChadha Minister is also a public servant, public has every right to critici… https,//t.co/xUJLSl0VlU'},,,,,,
1.51832E+18, 'TheRashooAwan', 'Sun Apr 24 20,21,24 +0000 2022',72.3554985,30.8641075," ""Yar ye jahalat kab khatam ho ge this guy listening qawali's on his mobile with speaker on in the bus. bhae headphon… https","//t.co/n6dabNfQMw""}",,,,,,,
1.51832E+18, 'imsalman1997', 'Sun Apr 24 20,21,27 +0000 2022',72.3554985,30.8641075, 'We are Ready 🏏😜'},,,,,,,,
1.51832E+18, 'Tandelrince69', 'Sun Apr 24 20,21,28 +0000 2022',71.291372,22.4147125, '@NetflixIndia Mother, Murder, Justice, Medical'},,,,,
1.51832E+18, 'TapeshTiwari', 'Sun Apr 24 20,21,48 +0000 2022',77.550599,28.499759, 'Till @noidatraffic @noidapolice will not start conducting testing at multiple places it will not come in control… https,//t.co/XNqwYndEJ5'},,,,,,,
1.51832E+18, 'drshahidikram', 'Sun Apr 24 20,21,52 +0000 2022',72.3554985,30.8641075, 'Though this hike was eminent yet the way PMLN slut-shamed PTI Govt for the same was insane.#PetrolDieselPrice'},,,,,,,,
1.51832E+18, 'saugatnepal469', 'Sun Apr 24 20,22,10 +0000 2022',76.974691,28.368525, '@goibibo Check-in denied, waiting for resolution for more than an hour now. Stranded in the middle of nowhere. Wors… https,//t.co/PQ8rzGZYfv'},,,,,,
1.51832E+18, 'UsamaAkramQazi1', 'Sun Apr 24 20,22,25 +0000 2022',72.3554985,30.8641075, 'Insafians And Pti tigers follow me.#امپورٹڈ_گورنمنٹ_نامنطور#MarchAgainstImportedGovt'},,,,,,,,
